Vendor,Location,Department,Role,Currency,Amount,Item,Rate,Quantity,Summary,Tag,id
Expedia,"Lucknow, India",Marketing,Team Lead,INR,6960,Deluxe Room,3480,2,"Team Lead from Marketing spent 6960 INR on Deluxe Room at Expedia in Lucknow, India.",Travel,AR76GD2P2N
Amazon,"New Delhi, India",IT,Manager,INR,748,Printer,748,1,"Manager from IT spent 748 INR on Printer at Amazon in New Delhi, India.",Office Supply,AEGXEID4TX
Uber,"Mumbai, India",Finance & Accounting,Manager,INR,1283,Flight Ticket,1283,1,"Manager from Finance & Accounting spent 1283 INR on Flight Ticket at Uber in Mumbai, India.",Travel,9PRTSXL9CI
Flipkart,"Toronto, Canada",Finance & Accounting,Dept Head,CAD,2333,Projector,2333,1,"Dept Head from Finance & Accounting spent 2333 CAD on Projector at Flipkart in Toronto, Canada.",Office Supply,D27KB8TJG0
Zomato,"Ahmedabad, India",Operations,Team Lead,INR,14043,Meal,4681,3,"Team Lead from Operations spent 14043 INR on Meal at Zomato in Ahmedabad, India.",Meals,D0EFPE6Q42
Expedia,"London, UK",Human Resource,Employee,GBP,2020,Flight Ticket,1010,2,"Employee from Human Resource spent 2020 GBP on Flight Ticket at Expedia in London, UK.",Travel,O9M1OTH9WP
OYO,"Pune, India",IT,Team Lead,INR,6228,Flight Ticket,2076,3,"Team Lead from IT spent 6228 INR on Flight Ticket at OYO in Pune, India.",Travel,TLN1FE09WC
Goibibo,"Lucknow, India",Sales,Team Lead,INR,9604,Flight Ticket,4802,2,"Team Lead from Sales spent 9604 INR on Flight Ticket at Goibibo in Lucknow, India.",Travel,FTD0JA9IZQ
Uber,"Chennai, India",Finance & Accounting,Dept Head,INR,9050,Deluxe Room,4525,2,"Dept Head from Finance & Accounting spent 9050 INR on Deluxe Room at Uber in Chennai, India.",Travel,JAX1JJGJAE
Ola,"Paris, France",Sales,Employee,EUR,3977,Flight Ticket,3977,1,"Employee from Sales spent 3977 EUR on Flight Ticket at Ola in Paris, France.",Travel,VOH66DG8EP
Swiggy,"Bangalore, India",Human Resource,Manager,INR,3755,Meal,3755,1,"Manager from Human Resource spent 3755 INR on Meal at Swiggy in Bangalore, India.",Meals,F88L8VO40C
Uber,"London, UK",Human Resource,Team Lead,GBP,1520,Deluxe Room,1520,1,"Team Lead from Human Resource spent 1520 GBP on Deluxe Room at Uber in London, UK.",Travel,B2DLCMB30R
Zomato,"Dubai, UAE",Sales,Manager,AED,4092,Meal,1364,3,"Manager from Sales spent 4092 AED on Meal at Zomato in Dubai, UAE.",Meals,NTI2VC4TNL
OYO,"Pune, India",Customer Support,Manager,INR,5292,Flight Ticket,2646,2,"Manager from Customer Support spent 5292 INR on Flight Ticket at OYO in Pune, India.",Travel,6G56YI5A5E
Amazon,"Ahmedabad, India",Operations,Manager,INR,1326,Printer,663,2,"Manager from Operations spent 1326 INR on Printer at Amazon in Ahmedabad, India.",Office Supply,BR0LP432PS
Goibibo,"Lucknow, India",IT,Manager,INR,4440,Deluxe Room,2220,2,"Manager from IT spent 4440 INR on Deluxe Room at Goibibo in Lucknow, India.",Travel,FPBCYQK98C
Swiggy,"Sydney, Australia",Marketing,Dept Head,AUD,1650,Meal,825,2,"Dept Head from Marketing spent 1650 AUD on Meal at Swiggy in Sydney, Australia.",Meals,JV682J5DJA
Goibibo,"Hyderabad, India",Finance & Accounting,Dept Head,INR,5124,Deluxe Room,1708,3,"Dept Head from Finance & Accounting spent 5124 INR on Deluxe Room at Goibibo in Hyderabad, India.",Travel,3GUO9QH7TR
OYO,"Hyderabad, India",Customer Support,Team Lead,INR,818,Flight Ticket,818,1,"Team Lead from Customer Support spent 818 INR on Flight Ticket at OYO in Hyderabad, India.",Travel,37XHQZ41YZ
Flipkart,"New Delhi, India",Sales,Employee,INR,3165,Laptop,3165,1,"Employee from Sales spent 3165 INR on Laptop at Flipkart in New Delhi, India.",Office Supply,F18S5BHDU6
Goibibo,"Mumbai, India",Marketing,Manager,INR,1597,Deluxe Room,1597,1,"Manager from Marketing spent 1597 INR on Deluxe Room at Goibibo in Mumbai, India.",Travel,COAHGP4DKH
Ola,"Lucknow, India",Human Resource,Team Lead,INR,1512,Flight Ticket,756,2,"Team Lead from Human Resource spent 1512 INR on Flight Ticket at Ola in Lucknow, India.",Travel,1NCZ58CLY7
Expedia,"Mumbai, India",Customer Support,Dept Head,INR,2040,Flight Ticket,1020,2,"Dept Head from Customer Support spent 2040 INR on Flight Ticket at Expedia in Mumbai, India.",Travel,3QXSO5KJZV
Uber,"Jaipur, India",Operations,Employee,INR,6888,Deluxe Room,3444,2,"Employee from Operations spent 6888 INR on Deluxe Room at Uber in Jaipur, India.",Travel,7KHWYEMF0X
Amazon,"Toronto, Canada",Finance & Accounting,Employee,CAD,4948,Projector,4948,1,"Employee from Finance & Accounting spent 4948 CAD on Projector at Amazon in Toronto, Canada.",Office Supply,I5JKZ779I9
Swiggy,"Bangalore, India",Finance & Accounting,Employee,INR,4509,Meal,1503,3,"Employee from Finance & Accounting spent 4509 INR on Meal at Swiggy in Bangalore, India.",Meals,IY3NW2JOJG
Swiggy,"Pune, India",Operations,Team Lead,INR,2794,Meal,2794,1,"Team Lead from Operations spent 2794 INR on Meal at Swiggy in Pune, India.",Meals,DC937SPYP2
Ola,"New Delhi, India",IT,Team Lead,INR,9714,Deluxe Room,4857,2,"Team Lead from IT spent 9714 INR on Deluxe Room at Ola in New Delhi, India.",Travel,7B443IX84E
MakeMyTrip,"Jaipur, India",Operations,Team Lead,INR,2914,Flight Ticket,2914,1,"Team Lead from Operations spent 2914 INR on Flight Ticket at MakeMyTrip in Jaipur, India.",Travel,E8H6OY2VVW
Flipkart,"New York, USA",IT,Employee,USD,9118,Printer,4559,2,"Employee from IT spent 9118 USD on Printer at Flipkart in New York, USA.",Office Supply,E9VPU3XMNM
Amazon,"Paris, France",Customer Support,Team Lead,EUR,1861,Printer,1861,1,"Team Lead from Customer Support spent 1861 EUR on Printer at Amazon in Paris, France.",Office Supply,1ERSA1I45A
OYO,"Hyderabad, India",Customer Support,Manager,INR,12306,Flight Ticket,4102,3,"Manager from Customer Support spent 12306 INR on Flight Ticket at OYO in Hyderabad, India.",Travel,39U45TN4LP
Uber,"Jaipur, India",Human Resource,Team Lead,INR,12624,Deluxe Room,4208,3,"Team Lead from Human Resource spent 12624 INR on Deluxe Room at Uber in Jaipur, India.",Travel,0E6SUDZZQJ
OYO,"Bangalore, India",Finance & Accounting,Dept Head,INR,3408,Deluxe Room,3408,1,"Dept Head from Finance & Accounting spent 3408 INR on Deluxe Room at OYO in Bangalore, India.",Travel,ICW1M3RXNW
Swiggy,Singapore,Operations,Team Lead,SGD,7446,Meal,2482,3,Team Lead from Operations spent 7446 SGD on Meal at Swiggy in Singapore.,Meals,EAF38SIQTU
Amazon,"Chennai, India",Customer Support,Employee,INR,1924,Projector,962,2,"Employee from Customer Support spent 1924 INR on Projector at Amazon in Chennai, India.",Office Supply,WKA27BIS0A
Expedia,"Hyderabad, India",Human Resource,Employee,INR,13893,Deluxe Room,4631,3,"Employee from Human Resource spent 13893 INR on Deluxe Room at Expedia in Hyderabad, India.",Travel,WNWSKCYDG6
Ola,"Bangalore, India",IT,Manager,INR,4516,Deluxe Room,2258,2,"Manager from IT spent 4516 INR on Deluxe Room at Ola in Bangalore, India.",Travel,L8BAYP7DK3
Goibibo,"Pune, India",Sales,Team Lead,INR,4168,Deluxe Room,2084,2,"Team Lead from Sales spent 4168 INR on Deluxe Room at Goibibo in Pune, India.",Travel,G6HHNDF7OL
Zomato,"Ahmedabad, India",Human Resource,Dept Head,INR,7666,Meal,3833,2,"Dept Head from Human Resource spent 7666 INR on Meal at Zomato in Ahmedabad, India.",Meals,LWGLRMU16H
Expedia,"Bangalore, India",Finance & Accounting,Dept Head,INR,1084,Deluxe Room,1084,1,"Dept Head from Finance & Accounting spent 1084 INR on Deluxe Room at Expedia in Bangalore, India.",Travel,K0AREM4FYV
Uber,"New Delhi, India",Human Resource,Employee,INR,8512,Deluxe Room,4256,2,"Employee from Human Resource spent 8512 INR on Deluxe Room at Uber in New Delhi, India.",Travel,KMVDUPIMC6
Zomato,"Jaipur, India",Operations,Dept Head,INR,7566,Meal,2522,3,"Dept Head from Operations spent 7566 INR on Meal at Zomato in Jaipur, India.",Meals,7CT0506Y15
MakeMyTrip,"Paris, France",Operations,Dept Head,EUR,4000,Flight Ticket,2000,2,"Dept Head from Operations spent 4000 EUR on Flight Ticket at MakeMyTrip in Paris, France.",Travel,Z2ZSD3YW2D
Ola,"Pune, India",Operations,Employee,INR,3397,Deluxe Room,3397,1,"Employee from Operations spent 3397 INR on Deluxe Room at Ola in Pune, India.",Travel,EHHCS1YE7H
Zomato,"Ahmedabad, India",Human Resource,Dept Head,INR,4436,Meal,4436,1,"Dept Head from Human Resource spent 4436 INR on Meal at Zomato in Ahmedabad, India.",Meals,DTMWDPVJ1J
Swiggy,"Bangalore, India",Marketing,Team Lead,INR,618,Meal,618,1,"Team Lead from Marketing spent 618 INR on Meal at Swiggy in Bangalore, India.",Meals,WGRAKG31G3
Zomato,"Mumbai, India",Finance & Accounting,Dept Head,INR,4934,Meal,2467,2,"Dept Head from Finance & Accounting spent 4934 INR on Meal at Zomato in Mumbai, India.",Meals,ZYBWBZ9KD3
MakeMyTrip,"Jaipur, India",Customer Support,Employee,INR,1650,Flight Ticket,1650,1,"Employee from Customer Support spent 1650 INR on Flight Ticket at MakeMyTrip in Jaipur, India.",Travel,K3RXFW3229
Swiggy,Singapore,Sales,Employee,SGD,7918,Meal,3959,2,Employee from Sales spent 7918 SGD on Meal at Swiggy in Singapore.,Meals,WY4E272SXZ
OYO,"Kolkata, India",Customer Support,Manager,INR,3414,Deluxe Room,1138,3,"Manager from Customer Support spent 3414 INR on Deluxe Room at OYO in Kolkata, India.",Travel,X4KIY2VWY2
Zomato,"Mumbai, India",Sales,Manager,INR,4452,Meal,1484,3,"Manager from Sales spent 4452 INR on Meal at Zomato in Mumbai, India.",Meals,00M75478KE
Zomato,"Dubai, UAE",Marketing,Employee,AED,4734,Meal,1578,3,"Employee from Marketing spent 4734 AED on Meal at Zomato in Dubai, UAE.",Meals,XQP5B7GMHG
OYO,"London, UK",Sales,Dept Head,GBP,6296,Deluxe Room,3148,2,"Dept Head from Sales spent 6296 GBP on Deluxe Room at OYO in London, UK.",Travel,5WE57A9T6G
Zomato,"New Delhi, India",Finance & Accounting,Team Lead,INR,6570,Meal,2190,3,"Team Lead from Finance & Accounting spent 6570 INR on Meal at Zomato in New Delhi, India.",Meals,3GZXG8NE78
Goibibo,"Chennai, India",IT,Team Lead,INR,9860,Flight Ticket,4930,2,"Team Lead from IT spent 9860 INR on Flight Ticket at Goibibo in Chennai, India.",Travel,8HWG1J18DZ
Zomato,"Berlin, Germany",Customer Support,Team Lead,EUR,4529,Meal,4529,1,"Team Lead from Customer Support spent 4529 EUR on Meal at Zomato in Berlin, Germany.",Meals,S94E9EBCMU
Ola,"Chennai, India",Customer Support,Dept Head,INR,4502,Flight Ticket,4502,1,"Dept Head from Customer Support spent 4502 INR on Flight Ticket at Ola in Chennai, India.",Travel,XQIR11MY1J
OYO,"Kolkata, India",Operations,Employee,INR,2669,Deluxe Room,2669,1,"Employee from Operations spent 2669 INR on Deluxe Room at OYO in Kolkata, India.",Travel,EX22XL3MVI
OYO,"Bangalore, India",Operations,Team Lead,INR,8168,Deluxe Room,4084,2,"Team Lead from Operations spent 8168 INR on Deluxe Room at OYO in Bangalore, India.",Travel,448N2ZPUTM
Amazon,"Lucknow, India",Sales,Manager,INR,6034,Projector,3017,2,"Manager from Sales spent 6034 INR on Projector at Amazon in Lucknow, India.",Office Supply,EROS7174NZ
MakeMyTrip,"Pune, India",Finance & Accounting,Employee,INR,2039,Flight Ticket,2039,1,"Employee from Finance & Accounting spent 2039 INR on Flight Ticket at MakeMyTrip in Pune, India.",Travel,S9T5O4RUR0
Amazon,"Dubai, UAE",Human Resource,Employee,AED,2717,Printer,2717,1,"Employee from Human Resource spent 2717 AED on Printer at Amazon in Dubai, UAE.",Office Supply,7OJRKM5Z4T
Swiggy,"Chennai, India",Finance & Accounting,Employee,INR,628,Meal,628,1,"Employee from Finance & Accounting spent 628 INR on Meal at Swiggy in Chennai, India.",Meals,AIJWDEZUC9
Ola,"Mumbai, India",Marketing,Dept Head,INR,11841,Deluxe Room,3947,3,"Dept Head from Marketing spent 11841 INR on Deluxe Room at Ola in Mumbai, India.",Travel,1XTJCFZ0P7
Flipkart,"New Delhi, India",Operations,Dept Head,INR,3584,Office Chair,3584,1,"Dept Head from Operations spent 3584 INR on Office Chair at Flipkart in New Delhi, India.",Office Supply,YQRG111GDH
Expedia,"Kolkata, India",Operations,Employee,INR,4936,Deluxe Room,2468,2,"Employee from Operations spent 4936 INR on Deluxe Room at Expedia in Kolkata, India.",Travel,25B3L5IMMJ
Uber,"New Delhi, India",Human Resource,Manager,INR,897,Flight Ticket,897,1,"Manager from Human Resource spent 897 INR on Flight Ticket at Uber in New Delhi, India.",Travel,M02AW755SW
Ola,"Hyderabad, India",Customer Support,Manager,INR,12744,Flight Ticket,4248,3,"Manager from Customer Support spent 12744 INR on Flight Ticket at Ola in Hyderabad, India.",Travel,VOPPZQ5OPS
Amazon,"Jaipur, India",Marketing,Manager,INR,1244,Office Chair,622,2,"Manager from Marketing spent 1244 INR on Office Chair at Amazon in Jaipur, India.",Office Supply,M6UCEVPE7V
Flipkart,"Paris, France",Sales,Manager,EUR,4761,Office Chair,1587,3,"Manager from Sales spent 4761 EUR on Office Chair at Flipkart in Paris, France.",Office Supply,8Y9QU8819H
Expedia,"Lucknow, India",Human Resource,Manager,INR,2045,Flight Ticket,2045,1,"Manager from Human Resource spent 2045 INR on Flight Ticket at Expedia in Lucknow, India.",Travel,CGV3CRXXGK
OYO,"Dubai, UAE",Finance & Accounting,Dept Head,AED,2602,Deluxe Room,2602,1,"Dept Head from Finance & Accounting spent 2602 AED on Deluxe Room at OYO in Dubai, UAE.",Travel,GHZUHU5376
MakeMyTrip,"Mumbai, India",IT,Manager,INR,7700,Flight Ticket,3850,2,"Manager from IT spent 7700 INR on Flight Ticket at MakeMyTrip in Mumbai, India.",Travel,0Z3HEWXAZ4
Uber,"Ahmedabad, India",Operations,Employee,INR,2664,Flight Ticket,2664,1,"Employee from Operations spent 2664 INR on Flight Ticket at Uber in Ahmedabad, India.",Travel,PH7EDE724T
MakeMyTrip,"Jaipur, India",Operations,Dept Head,INR,7914,Deluxe Room,3957,2,"Dept Head from Operations spent 7914 INR on Deluxe Room at MakeMyTrip in Jaipur, India.",Travel,K7J2TC68JF
Swiggy,"Pune, India",Sales,Dept Head,INR,7254,Meal,3627,2,"Dept Head from Sales spent 7254 INR on Meal at Swiggy in Pune, India.",Meals,PYN57S4HD5
Zomato,"Jaipur, India",Marketing,Employee,INR,10884,Meal,3628,3,"Employee from Marketing spent 10884 INR on Meal at Zomato in Jaipur, India.",Meals,HAHOHQAGWX
Expedia,"Sydney, Australia",Human Resource,Employee,AUD,4661,Deluxe Room,4661,1,"Employee from Human Resource spent 4661 AUD on Deluxe Room at Expedia in Sydney, Australia.",Travel,409KICYS2B
Ola,"New Delhi, India",Marketing,Dept Head,INR,3099,Flight Ticket,1033,3,"Dept Head from Marketing spent 3099 INR on Flight Ticket at Ola in New Delhi, India.",Travel,1PVE7A6YF8
Amazon,"Bangalore, India",Finance & Accounting,Dept Head,INR,9264,Laptop,3088,3,"Dept Head from Finance & Accounting spent 9264 INR on Laptop at Amazon in Bangalore, India.",Office Supply,UV5DYV0J5V
Zomato,"Kolkata, India",Sales,Dept Head,INR,6090,Meal,2030,3,"Dept Head from Sales spent 6090 INR on Meal at Zomato in Kolkata, India.",Meals,J7MBL1LIRU
Uber,"Jaipur, India",Finance & Accounting,Dept Head,INR,4725,Flight Ticket,4725,1,"Dept Head from Finance & Accounting spent 4725 INR on Flight Ticket at Uber in Jaipur, India.",Travel,8XNWSQIID2
Expedia,"Paris, France",Marketing,Team Lead,EUR,6086,Flight Ticket,3043,2,"Team Lead from Marketing spent 6086 EUR on Flight Ticket at Expedia in Paris, France.",Travel,YSTDSF2QHX
Expedia,"New Delhi, India",Operations,Dept Head,INR,6744,Flight Ticket,3372,2,"Dept Head from Operations spent 6744 INR on Flight Ticket at Expedia in New Delhi, India.",Travel,TBJOVNA12Y
Amazon,"Ahmedabad, India",IT,Team Lead,INR,6810,Laptop,3405,2,"Team Lead from IT spent 6810 INR on Laptop at Amazon in Ahmedabad, India.",Office Supply,3WXO215KPI
Ola,"Jaipur, India",Human Resource,Manager,INR,6249,Deluxe Room,2083,3,"Manager from Human Resource spent 6249 INR on Deluxe Room at Ola in Jaipur, India.",Travel,UBVH3C1JDU
Swiggy,"Bangalore, India",Finance & Accounting,Dept Head,INR,2528,Meal,2528,1,"Dept Head from Finance & Accounting spent 2528 INR on Meal at Swiggy in Bangalore, India.",Meals,WHKV7Y9RKQ
Amazon,"Sydney, Australia",IT,Employee,AUD,1550,Laptop,1550,1,"Employee from IT spent 1550 AUD on Laptop at Amazon in Sydney, Australia.",Office Supply,51N0XAHPPR
Amazon,"Bangalore, India",Marketing,Manager,INR,6988,Projector,3494,2,"Manager from Marketing spent 6988 INR on Projector at Amazon in Bangalore, India.",Office Supply,6RCPY414MU
MakeMyTrip,"New York, USA",Human Resource,Employee,USD,4886,Flight Ticket,4886,1,"Employee from Human Resource spent 4886 USD on Flight Ticket at MakeMyTrip in New York, USA.",Travel,OXJ9HNHVLO
Amazon,"Hyderabad, India",Human Resource,Dept Head,INR,9268,Printer,4634,2,"Dept Head from Human Resource spent 9268 INR on Printer at Amazon in Hyderabad, India.",Office Supply,JXLGNSSBXJ
Ola,"Pune, India",Sales,Dept Head,INR,838,Deluxe Room,838,1,"Dept Head from Sales spent 838 INR on Deluxe Room at Ola in Pune, India.",Travel,3GZPL3F6JH
OYO,"Ahmedabad, India",Customer Support,Manager,INR,4452,Deluxe Room,1484,3,"Manager from Customer Support spent 4452 INR on Deluxe Room at OYO in Ahmedabad, India.",Travel,9TOKIYZZW8
Swiggy,"Sydney, Australia",Finance & Accounting,Team Lead,AUD,2105,Meal,2105,1,"Team Lead from Finance & Accounting spent 2105 AUD on Meal at Swiggy in Sydney, Australia.",Meals,9NSDF3MJ2H
Flipkart,"Lucknow, India",Operations,Manager,INR,3135,Printer,3135,1,"Manager from Operations spent 3135 INR on Printer at Flipkart in Lucknow, India.",Office Supply,8SH5EBFDYL
Swiggy,"Pune, India",IT,Dept Head,INR,1656,Meal,552,3,"Dept Head from IT spent 1656 INR on Meal at Swiggy in Pune, India.",Meals,J0UV354WQ3
Swiggy,"New Delhi, India",Operations,Employee,INR,1230,Meal,615,2,"Employee from Operations spent 1230 INR on Meal at Swiggy in New Delhi, India.",Meals,NNRBNV1SL4
OYO,"Chennai, India",Finance & Accounting,Team Lead,INR,5613,Flight Ticket,1871,3,"Team Lead from Finance & Accounting spent 5613 INR on Flight Ticket at OYO in Chennai, India.",Travel,9J8K0EZ6QU
OYO,Hong Kong,Sales,Dept Head,HKD,1956,Deluxe Room,652,3,Dept Head from Sales spent 1956 HKD on Deluxe Room at OYO in Hong Kong.,Travel,R16TV3V9FZ
Zomato,"Jaipur, India",Finance & Accounting,Dept Head,INR,9084,Meal,3028,3,"Dept Head from Finance & Accounting spent 9084 INR on Meal at Zomato in Jaipur, India.",Meals,8IKBNO4Z2Q
Swiggy,"Jaipur, India",Operations,Employee,INR,8134,Meal,4067,2,"Employee from Operations spent 8134 INR on Meal at Swiggy in Jaipur, India.",Meals,8I7YQTXYH2
OYO,"Kolkata, India",Human Resource,Dept Head,INR,4516,Flight Ticket,4516,1,"Dept Head from Human Resource spent 4516 INR on Flight Ticket at OYO in Kolkata, India.",Travel,6CRIV1MVRZ
Uber,"London, UK",Operations,Manager,GBP,2080,Flight Ticket,2080,1,"Manager from Operations spent 2080 GBP on Flight Ticket at Uber in London, UK.",Travel,K1HS9328QX
Uber,"Lucknow, India",Sales,Team Lead,INR,2048,Flight Ticket,2048,1,"Team Lead from Sales spent 2048 INR on Flight Ticket at Uber in Lucknow, India.",Travel,8BSF1Z9KMR
Expedia,"Pune, India",Human Resource,Manager,INR,3708,Deluxe Room,1854,2,"Manager from Human Resource spent 3708 INR on Deluxe Room at Expedia in Pune, India.",Travel,38FT5B6XTR
MakeMyTrip,"Hyderabad, India",Sales,Employee,INR,3438,Deluxe Room,1719,2,"Employee from Sales spent 3438 INR on Deluxe Room at MakeMyTrip in Hyderabad, India.",Travel,ZB3L7E9G26
Swiggy,"Sydney, Australia",IT,Team Lead,AUD,3575,Meal,3575,1,"Team Lead from IT spent 3575 AUD on Meal at Swiggy in Sydney, Australia.",Meals,MCK0QVY5WJ
Ola,"Pune, India",Human Resource,Team Lead,INR,4243,Deluxe Room,4243,1,"Team Lead from Human Resource spent 4243 INR on Deluxe Room at Ola in Pune, India.",Travel,NX3E5PTGRA
OYO,"Lucknow, India",Human Resource,Manager,INR,559,Deluxe Room,559,1,"Manager from Human Resource spent 559 INR on Deluxe Room at OYO in Lucknow, India.",Travel,MIPI8557U3
Zomato,"Bangalore, India",Operations,Dept Head,INR,11412,Meal,3804,3,"Dept Head from Operations spent 11412 INR on Meal at Zomato in Bangalore, India.",Meals,IBG1Y8VC0G
MakeMyTrip,"New Delhi, India",Finance & Accounting,Team Lead,INR,13101,Flight Ticket,4367,3,"Team Lead from Finance & Accounting spent 13101 INR on Flight Ticket at MakeMyTrip in New Delhi, India.",Travel,2YQ6E9SSP1
OYO,"Mumbai, India",Sales,Manager,INR,3789,Deluxe Room,3789,1,"Manager from Sales spent 3789 INR on Deluxe Room at OYO in Mumbai, India.",Travel,RDSTWVMLYJ
Amazon,"Hyderabad, India",Human Resource,Employee,INR,1424,Laptop,1424,1,"Employee from Human Resource spent 1424 INR on Laptop at Amazon in Hyderabad, India.",Office Supply,YT379LZ00F
OYO,"Ahmedabad, India",Sales,Manager,INR,3332,Deluxe Room,3332,1,"Manager from Sales spent 3332 INR on Deluxe Room at OYO in Ahmedabad, India.",Travel,VPDL9QN2XE
Amazon,"Kolkata, India",Customer Support,Team Lead,INR,5014,Projector,2507,2,"Team Lead from Customer Support spent 5014 INR on Projector at Amazon in Kolkata, India.",Office Supply,SDRPUCDV3Y
Goibibo,"Mumbai, India",Marketing,Team Lead,INR,735,Deluxe Room,735,1,"Team Lead from Marketing spent 735 INR on Deluxe Room at Goibibo in Mumbai, India.",Travel,1OCUQYJ2FE
Flipkart,"Ahmedabad, India",Human Resource,Dept Head,INR,8352,Projector,4176,2,"Dept Head from Human Resource spent 8352 INR on Projector at Flipkart in Ahmedabad, India.",Office Supply,DO10KFAIPA
Uber,"Pune, India",Customer Support,Employee,INR,13584,Flight Ticket,4528,3,"Employee from Customer Support spent 13584 INR on Flight Ticket at Uber in Pune, India.",Travel,RWK7XRCSAK
Uber,"Pune, India",Customer Support,Manager,INR,9436,Deluxe Room,4718,2,"Manager from Customer Support spent 9436 INR on Deluxe Room at Uber in Pune, India.",Travel,NM5R51J1ZT
Expedia,"Berlin, Germany",Human Resource,Team Lead,EUR,4446,Deluxe Room,2223,2,"Team Lead from Human Resource spent 4446 EUR on Deluxe Room at Expedia in Berlin, Germany.",Travel,AXTTUX0LBF
Expedia,"Chennai, India",Human Resource,Manager,INR,6534,Flight Ticket,2178,3,"Manager from Human Resource spent 6534 INR on Flight Ticket at Expedia in Chennai, India.",Travel,2J08JU8ERZ
OYO,"Jaipur, India",Operations,Dept Head,INR,4851,Flight Ticket,1617,3,"Dept Head from Operations spent 4851 INR on Flight Ticket at OYO in Jaipur, India.",Travel,QR35ECFOWD
Expedia,"Ahmedabad, India",Operations,Dept Head,INR,8124,Flight Ticket,4062,2,"Dept Head from Operations spent 8124 INR on Flight Ticket at Expedia in Ahmedabad, India.",Travel,D9I13QXUBO
Amazon,"Pune, India",Marketing,Employee,INR,4072,Laptop,2036,2,"Employee from Marketing spent 4072 INR on Laptop at Amazon in Pune, India.",Office Supply,DJ7I2NGEQO
Swiggy,"Bangalore, India",Marketing,Employee,INR,4188,Meal,2094,2,"Employee from Marketing spent 4188 INR on Meal at Swiggy in Bangalore, India.",Meals,R7D72GGGM1
Zomato,"Tokyo, Japan",Operations,Manager,JPY,2834,Meal,2834,1,"Manager from Operations spent 2834 JPY on Meal at Zomato in Tokyo, Japan.",Meals,KLD05MJCGP
OYO,"Kolkata, India",Customer Support,Dept Head,INR,2516,Deluxe Room,2516,1,"Dept Head from Customer Support spent 2516 INR on Deluxe Room at OYO in Kolkata, India.",Travel,N6SC4GW44U
Zomato,"Toronto, Canada",Operations,Dept Head,CAD,11601,Meal,3867,3,"Dept Head from Operations spent 11601 CAD on Meal at Zomato in Toronto, Canada.",Meals,1FK68HK11B
OYO,"Ahmedabad, India",Human Resource,Manager,INR,8232,Deluxe Room,4116,2,"Manager from Human Resource spent 8232 INR on Deluxe Room at OYO in Ahmedabad, India.",Travel,PGVARE0GMP
OYO,"Bangalore, India",Sales,Employee,INR,4242,Flight Ticket,1414,3,"Employee from Sales spent 4242 INR on Flight Ticket at OYO in Bangalore, India.",Travel,DVSTSU8Q55
Uber,"Pune, India",Operations,Team Lead,INR,9562,Deluxe Room,4781,2,"Team Lead from Operations spent 9562 INR on Deluxe Room at Uber in Pune, India.",Travel,J1QR8UMFNY
Goibibo,"Pune, India",Sales,Employee,INR,4700,Deluxe Room,2350,2,"Employee from Sales spent 4700 INR on Deluxe Room at Goibibo in Pune, India.",Travel,9LUHCDKSMU
Amazon,"New Delhi, India",Sales,Manager,INR,4242,Laptop,2121,2,"Manager from Sales spent 4242 INR on Laptop at Amazon in New Delhi, India.",Office Supply,RLCI7YOOTN
Zomato,"Ahmedabad, India",IT,Employee,INR,4281,Meal,4281,1,"Employee from IT spent 4281 INR on Meal at Zomato in Ahmedabad, India.",Meals,IDTYGK4DMG
Zomato,"Dubai, UAE",Customer Support,Manager,AED,10797,Meal,3599,3,"Manager from Customer Support spent 10797 AED on Meal at Zomato in Dubai, UAE.",Meals,TZQCFAHGZ3
Expedia,"Toronto, Canada",Customer Support,Employee,CAD,2828,Deluxe Room,2828,1,"Employee from Customer Support spent 2828 CAD on Deluxe Room at Expedia in Toronto, Canada.",Travel,LBRDVE9I54
OYO,"New Delhi, India",Marketing,Manager,INR,6876,Flight Ticket,3438,2,"Manager from Marketing spent 6876 INR on Flight Ticket at OYO in New Delhi, India.",Travel,F7IR2DCBFJ
OYO,"Toronto, Canada",Operations,Team Lead,CAD,4469,Flight Ticket,4469,1,"Team Lead from Operations spent 4469 CAD on Flight Ticket at OYO in Toronto, Canada.",Travel,N5V9N6LTCB
Swiggy,"Pune, India",Sales,Manager,INR,5343,Meal,1781,3,"Manager from Sales spent 5343 INR on Meal at Swiggy in Pune, India.",Meals,5Y87EN9HX5
Ola,"Mumbai, India",Human Resource,Manager,INR,11673,Flight Ticket,3891,3,"Manager from Human Resource spent 11673 INR on Flight Ticket at Ola in Mumbai, India.",Travel,46GZUGCFKP
Uber,"Jaipur, India",Operations,Employee,INR,3084,Deluxe Room,1542,2,"Employee from Operations spent 3084 INR on Deluxe Room at Uber in Jaipur, India.",Travel,Y3XXVRVR9D
Zomato,Singapore,Operations,Team Lead,SGD,1633,Meal,1633,1,Team Lead from Operations spent 1633 SGD on Meal at Zomato in Singapore.,Meals,Q53Y4U3AVA
Goibibo,"Kolkata, India",Finance & Accounting,Manager,INR,4964,Flight Ticket,4964,1,"Manager from Finance & Accounting spent 4964 INR on Flight Ticket at Goibibo in Kolkata, India.",Travel,K9HW6Y0B54
